Sample_Name,Depth,DO,Temperature,pH,Secchi.Depth
CBE18MAY05,0,NA,NA,NA,NA
CBE18MAY05,0.5,NA,NA,NA,NA
CBE18MAY05,1,NA,NA,NA,NA
CBE18MAY05,1.5,NA,NA,NA,NA
CBE18MAY05,2,NA,NA,NA,NA
CBE18MAY05,2.5,NA,NA,NA,NA
CBH18MAY05,0,NA,NA,NA,NA
CBH18MAY05,0.5,NA,NA,NA,NA
CBH18MAY05,1,NA,NA,NA,NA
CBH18MAY05,1.5,NA,NA,NA,NA
CBH18MAY05,2,NA,NA,NA,NA
CBH18MAY05,2.5,NA,NA,NA,NA
CBE01JUN05,0,7.4,22.5,NA,NA
CBE01JUN05,0.5,5.65,17.5,NA,NA
CBE01JUN05,1,6.49,14.3,NA,NA
CBE01JUN05,1.5,3.55,11,NA,NA
CBE01JUN05,2,0.6,8.9,NA,NA
CBE01JUN05,2.5,NA,NA,NA,NA
CBH01JUN05,0,7.4,22.5,NA,NA
CBH01JUN05,0.5,5.65,17.5,NA,NA
CBH01JUN05,1,6.49,14.3,NA,NA
CBH01JUN05,1.5,3.55,11,NA,NA
CBH01JUN05,2,0.6,8.9,NA,NA
CBH01JUN05,2.5,NA,NA,NA,NA
CBE08JUN05,0,6.9,21.9,NA,NA
CBE08JUN05,0.5,6.2,21.2,NA,NA
CBE08JUN05,1,5.4,17.6,NA,NA
CBE08JUN05,1.5,3.3,13.5,NA,NA
CBE08JUN05,2,0.8,10.3,NA,NA
CBE08JUN05,2.5,NA,NA,NA,NA
CBH08JUN05,0,6.9,21.9,NA,NA
CBH08JUN05,0.5,6.2,21.2,NA,NA
CBH08JUN05,1,5.4,17.6,NA,NA
CBH08JUN05,1.5,3.3,13.5,NA,NA
CBH08JUN05,2,0.8,10.3,NA,NA
CBH08JUN05,2.5,NA,NA,NA,NA
CBE15JUN05,0,5.4,20.7,NA,NA
CBE15JUN05,0.5,5.4,20.7,NA,NA
CBE15JUN05,1,2.9,15,NA,NA
CBE15JUN05,1.5,0.4,10.6,NA,NA
CBE15JUN05,2,0.3,9.8,NA,NA
CBE15JUN05,2.5,NA,NA,NA,NA
CBH15JUN05,0,5.4,20.7,NA,NA
CBH15JUN05,0.5,5.4,20.7,NA,NA
CBH15JUN05,1,2.9,15,NA,NA
CBH15JUN05,1.5,0.4,10.6,NA,NA
CBH15JUN05,2,0.3,9.8,NA,NA
CBH15JUN05,2.5,NA,NA,NA,NA
CBE22JUN05,0,8.2,24.6,NA,NA
CBE22JUN05,0.5,7.9,23.5,NA,NA
CBE22JUN05,1,8.1,23,NA,NA
CBE22JUN05,1.5,8,19.8,NA,NA
CBE22JUN05,2,2.6,16.1,NA,NA
CBE22JUN05,2.5,NA,NA,NA,NA
CBH22JUN05,0,8.2,24.6,NA,NA
CBH22JUN05,0.5,7.9,23.5,NA,NA
CBH22JUN05,1,8.1,23,NA,NA
CBH22JUN05,1.5,8,19.8,NA,NA
CBH22JUN05,2,2.6,16.1,NA,NA
CBH22JUN05,2.5,NA,NA,NA,NA
CBE29JUN05,0,6.6,25.1,NA,NA
CBE29JUN05,0.5,6.6,24.9,NA,NA
CBE29JUN05,1,6.1,24.4,NA,NA
CBE29JUN05,1.5,4.6,22.4,NA,NA
CBE29JUN05,2,0.8,19.5,NA,NA
CBE29JUN05,2.5,NA,NA,NA,NA
CBH29JUN05,0,6.6,25.1,NA,NA
CBH29JUN05,0.5,6.6,24.9,NA,NA
CBH29JUN05,1,6.1,24.4,NA,NA
CBH29JUN05,1.5,4.6,22.4,NA,NA
CBH29JUN05,2,0.8,19.5,NA,NA
CBH29JUN05,2.5,NA,NA,NA,NA
CBE06JUL05,0,6.4,22.7,NA,NA
CBE06JUL05,0.5,7.3,22.1,NA,NA
CBE06JUL05,1,6.3,21.6,NA,NA
CBE06JUL05,1.5,6.4,21.4,NA,NA
CBE06JUL05,2,0.8,18.7,NA,NA
CBE06JUL05,2.5,NA,NA,NA,NA
CBH06JUL05,0,6.4,22.7,NA,NA
CBH06JUL05,0.5,7.3,22.1,NA,NA
CBH06JUL05,1,6.3,21.6,NA,NA
CBH06JUL05,1.5,6.4,21.4,NA,NA
CBH06JUL05,2,0.8,18.7,NA,NA
CBH06JUL05,2.5,NA,NA,NA,NA
CBE13JUL05,0,NA,NA,NA,NA
CBE13JUL05,0.5,NA,NA,NA,NA
CBE13JUL05,1,NA,NA,NA,NA
CBE13JUL05,1.5,NA,NA,NA,NA
CBE13JUL05,2,NA,NA,NA,NA
CBE13JUL05,2.5,NA,NA,NA,NA
CBH13JUL05,0,NA,NA,NA,NA
CBH13JUL05,0.5,NA,NA,NA,NA
CBH13JUL05,1,NA,NA,NA,NA
CBH13JUL05,1.5,NA,NA,NA,NA
CBH13JUL05,2,NA,NA,NA,NA
CBH13JUL05,2.5,NA,NA,NA,NA
CBE20JUL05,0,NA,NA,NA,NA
CBE20JUL05,0.5,NA,NA,NA,NA
CBE20JUL05,1,NA,NA,NA,NA
CBE20JUL05,1.5,NA,NA,NA,NA
CBE20JUL05,2,NA,NA,NA,NA
CBE20JUL05,2.5,NA,NA,NA,NA
CBH20JUL05,0,NA,NA,NA,NA
CBH20JUL05,0.5,NA,NA,NA,NA
CBH20JUL05,1,NA,NA,NA,NA
CBH20JUL05,1.5,NA,NA,NA,NA
CBH20JUL05,2,NA,NA,NA,NA
CBH20JUL05,2.5,NA,NA,NA,NA
CBE27JUL05,0,7.3,24.7,NA,NA
CBE27JUL05,0.5,7.3,24.2,NA,NA
CBE27JUL05,1,8,22.6,NA,NA
CBE27JUL05,1.5,6.3,22.1,NA,NA
CBE27JUL05,2,3.1,21.4,NA,NA
CBE27JUL05,2.5,NA,NA,NA,NA
CBH27JUL05,0,7.3,24.7,NA,NA
CBH27JUL05,0.5,7.3,24.2,NA,NA
CBH27JUL05,1,8,22.6,NA,NA
CBH27JUL05,1.5,6.3,22.1,NA,NA
CBH27JUL05,2,3.1,21.4,NA,NA
CBH27JUL05,2.5,NA,NA,NA,NA
CBE03AUG05,0,7.8,27.7,NA,NA
CBE03AUG05,0.5,7.9,27,NA,NA
CBE03AUG05,1,7,25.1,NA,NA
CBE03AUG05,1.5,6.1,22.9,NA,NA
CBE03AUG05,2,0.7,20.4,NA,NA
CBE03AUG05,2.5,NA,NA,NA,NA
CBH03AUG05,0,7.8,27.7,NA,NA
CBH03AUG05,0.5,7.9,27,NA,NA
CBH03AUG05,1,7,25.1,NA,NA
CBH03AUG05,1.5,6.1,22.9,NA,NA
CBH03AUG05,2,0.7,20.4,NA,NA
CBH03AUG05,2.5,NA,NA,NA,NA
CBE11AUG05,0,7.5,23.6,NA,NA
CBE11AUG05,0.5,7.5,23.7,NA,NA
CBE11AUG05,1,6.9,23.5,NA,NA
CBE11AUG05,1.5,5.8,23.1,NA,NA
CBE11AUG05,2,0.4,21,NA,NA
CBE11AUG05,2.5,NA,NA,NA,NA
CBH11AUG05,0,7.5,23.6,NA,NA
CBH11AUG05,0.5,7.5,23.7,NA,NA
CBH11AUG05,1,6.9,23.5,NA,NA
CBH11AUG05,1.5,5.8,23.1,NA,NA
CBH11AUG05,2,0.4,21,NA,NA
CBH11AUG05,2.5,NA,NA,NA,NA
CBE18AUG05,0,NA,NA,NA,NA
CBE18AUG05,0.5,NA,NA,NA,NA
CBE18AUG05,1,NA,NA,NA,NA
CBE18AUG05,1.5,NA,NA,NA,NA
CBE18AUG05,2,NA,NA,NA,NA
CBE18AUG05,2.5,NA,NA,NA,NA
CBH18AUG05,0,NA,NA,NA,NA
CBH18AUG05,0.5,NA,NA,NA,NA
CBH18AUG05,1,NA,NA,NA,NA
CBH18AUG05,1.5,NA,NA,NA,NA
CBH18AUG05,2,NA,NA,NA,NA
CBH18AUG05,2.5,NA,NA,NA,NA
CBE24AUG05,0,NA,NA,NA,NA
CBE24AUG05,0.5,NA,NA,NA,NA
CBE24AUG05,1,NA,NA,NA,NA
CBE24AUG05,1.5,NA,NA,NA,NA
CBE24AUG05,2,NA,NA,NA,NA
CBE24AUG05,2.5,NA,NA,NA,NA
CBH24AUG05,0,NA,NA,NA,NA
CBH24AUG05,0.5,NA,NA,NA,NA
CBH24AUG05,1,NA,NA,NA,NA
CBH24AUG05,1.5,NA,NA,NA,NA
CBH24AUG05,2,NA,NA,NA,NA
CBH24AUG05,2.5,NA,NA,NA,NA
CBE30AUG05,0,NA,NA,NA,NA
CBE30AUG05,0.5,NA,NA,NA,NA
CBE30AUG05,1,NA,NA,NA,NA
CBE30AUG05,1.5,NA,NA,NA,NA
CBE30AUG05,2,NA,NA,NA,NA
CBE30AUG05,2.5,NA,NA,NA,NA
CBH30AUG05,0,NA,NA,NA,NA
CBH30AUG05,0.5,NA,NA,NA,NA
CBH30AUG05,1,NA,NA,NA,NA
CBH30AUG05,1.5,NA,NA,NA,NA
CBH30AUG05,2,NA,NA,NA,NA
CBH30AUG05,2.5,NA,NA,NA,NA
CBE05SEP05,0,9.01,16.4,NA,NA
CBE05SEP05,0.5,9.34,16.4,NA,NA
CBE05SEP05,1,9.34,16.3,NA,NA
CBE05SEP05,1.5,6.62,15.7,NA,NA
CBE05SEP05,2,5.29,15.2,NA,NA
CBE05SEP05,2.5,NA,NA,NA,NA
CBH05SEP05,0,9.01,16.4,NA,NA
CBH05SEP05,0.5,9.34,16.4,NA,NA
CBH05SEP05,1,9.34,16.3,NA,NA
CBH05SEP05,1.5,6.62,15.7,NA,NA
CBH05SEP05,2,5.29,15.2,NA,NA
CBH05SEP05,2.5,NA,NA,NA,NA
CBE13SEP05,0,7.64,19.1,NA,NA
CBE13SEP05,0.5,7.84,18.9,NA,NA
CBE13SEP05,1,8.02,18.8,NA,NA
CBE13SEP05,1.5,6.11,17.2,NA,NA
CBE13SEP05,2,3.09,15.9,NA,NA
CBE13SEP05,2.5,NA,NA,NA,NA
CBH13SEP05,0,7.64,19.1,NA,NA
CBH13SEP05,0.5,7.84,18.9,NA,NA
CBH13SEP05,1,8.02,18.8,NA,NA
CBH13SEP05,1.5,6.11,17.2,NA,NA
CBH13SEP05,2,3.09,15.9,NA,NA
CBH13SEP05,2.5,NA,NA,NA,NA
CBE20SEP05,0,5.93,16.8,NA,NA
CBE20SEP05,0.5,5.98,16.9,NA,NA
CBE20SEP05,1,6.13,17.2,NA,NA
CBE20SEP05,1.5,6.27,17.3,NA,NA
CBE20SEP05,2,6.54,17.1,NA,NA
CBE20SEP05,2.5,NA,NA,NA,NA
CBH20SEP05,0,5.93,16.8,NA,NA
CBH20SEP05,0.5,5.98,16.9,NA,NA
CBH20SEP05,1,6.13,17.2,NA,NA
CBH20SEP05,1.5,6.27,17.3,NA,NA
CBH20SEP05,2,6.54,17.1,NA,NA
CBH20SEP05,2.5,NA,NA,NA,NA
CBE25SEP05,0,7.21,15.5,NA,NA
CBE25SEP05,0.5,7.08,15.3,NA,NA
CBE25SEP05,1,7.08,15.5,NA,NA
CBE25SEP05,1.5,6.47,15.5,NA,NA
CBE25SEP05,2,6.36,15.7,NA,NA
CBE25SEP05,2.5,NA,NA,NA,NA
CBH25SEP05,0,7.21,15.5,NA,NA
CBH25SEP05,0.5,7.08,15.3,NA,NA
CBH25SEP05,1,7.08,15.5,NA,NA
CBH25SEP05,1.5,6.47,15.5,NA,NA
CBH25SEP05,2,6.36,15.7,NA,NA
CBH25SEP05,2.5,NA,NA,NA,NA
CBE04OCT05,0,NA,NA,NA,NA
CBE04OCT05,0.5,NA,NA,NA,NA
CBE04OCT05,1,NA,NA,NA,NA
CBE04OCT05,1.5,NA,NA,NA,NA
CBE04OCT05,2,NA,NA,NA,NA
CBE04OCT05,2.5,NA,NA,NA,NA
CBH04OCT05,0,NA,NA,NA,NA
CBH04OCT05,0.5,NA,NA,NA,NA
CBH04OCT05,1,NA,NA,NA,NA
CBH04OCT05,1.5,NA,NA,NA,NA
CBH04OCT05,2,NA,NA,NA,NA
CBH04OCT05,2.5,NA,NA,NA,NA
CBE09OCT05,0,6.22,15.1,NA,NA
CBE09OCT05,0.5,6.05,14,NA,NA
CBE09OCT05,1,5.44,13.4,NA,NA
CBE09OCT05,1.5,5.32,13,NA,NA
CBE09OCT05,2,5.2,12.9,NA,NA
CBE09OCT05,2.5,NA,NA,NA,NA
CBH09OCT05,0,6.22,15.1,NA,NA
CBH09OCT05,0.5,6.05,14,NA,NA
CBH09OCT05,1,5.44,13.4,NA,NA
CBH09OCT05,1.5,5.32,13,NA,NA
CBH09OCT05,2,5.2,12.9,NA,NA
CBH09OCT05,2.5,NA,NA,NA,NA
CBE18OCT05,0,NA,NA,NA,NA
CBE18OCT05,0.5,NA,NA,NA,NA
CBE18OCT05,1,NA,NA,NA,NA
CBE18OCT05,1.5,NA,NA,NA,NA
CBE18OCT05,2,NA,NA,NA,NA
CBE18OCT05,2.5,NA,NA,NA,NA
CBH18OCT05,0,NA,NA,NA,NA
CBH18OCT05,0.5,NA,NA,NA,NA
CBH18OCT05,1,NA,NA,NA,NA
CBH18OCT05,1.5,NA,NA,NA,NA
CBH18OCT05,2,NA,NA,NA,NA
CBH18OCT05,2.5,NA,NA,NA,NA
CBE04NOV05,0,NA,NA,NA,NA
CBE04NOV05,0.5,NA,NA,NA,NA
CBE04NOV05,1,NA,NA,NA,NA
CBE04NOV05,1.5,NA,NA,NA,NA
CBE04NOV05,2,NA,NA,NA,NA
CBE04NOV05,2.5,NA,NA,NA,NA
CBH04NOV05,0,NA,NA,NA,NA
CBH04NOV05,0.5,NA,NA,NA,NA
CBH04NOV05,1,NA,NA,NA,NA
CBH04NOV05,1.5,NA,NA,NA,NA
CBH04NOV05,2,NA,NA,NA,NA
CBH04NOV05,2.5,NA,NA,NA,NA
CBE18NOV05,0,NA,NA,NA,NA
CBE18NOV05,0.5,NA,NA,NA,NA
CBE18NOV05,1,NA,NA,NA,NA
CBE18NOV05,1.5,NA,NA,NA,NA
CBE18NOV05,2,NA,NA,NA,NA
CBE18NOV05,2.5,NA,NA,NA,NA
CBH18NOV05,0,NA,NA,NA,NA
CBH18NOV05,0.5,NA,NA,NA,NA
CBH18NOV05,1,NA,NA,NA,NA
CBH18NOV05,1.5,NA,NA,NA,NA
CBH18NOV05,2,NA,NA,NA,NA
CBH18NOV05,2.5,NA,NA,NA,NA
TBE01JUN05,0,9.2,20.4,NA,NA
TBE01JUN05,1,5.4,11.3,NA,NA
TBE01JUN05,2,1.2,6.2,NA,NA
TBE01JUN05,3,1.1,5.4,NA,NA
TBE01JUN05,4,1,4.9,NA,NA
TBE01JUN05,5,0.9,4.6,NA,NA
TBE01JUN05,6,0.9,4.5,NA,NA
TBE01JUN05,7,0.7,4.4,NA,NA
TBH01JUN05,0,9.2,20.4,NA,NA
TBH01JUN05,1,5.4,11.3,NA,NA
TBH01JUN05,2,1.2,6.2,NA,NA
TBH01JUN05,3,1.1,5.4,NA,NA
TBH01JUN05,4,1,4.9,NA,NA
TBH01JUN05,5,0.9,4.6,NA,NA
TBH01JUN05,6,0.9,4.5,NA,NA
TBH01JUN05,7,0.7,4.4,NA,NA
TBE08JUN05,0,7.7,21,NA,NA
TBE08JUN05,1,7,20,NA,NA
TBE08JUN05,2,0.7,10.8,NA,NA
TBE08JUN05,3,0.6,6.5,NA,NA
TBE08JUN05,4,0.6,5.5,NA,NA
TBE08JUN05,5,0.7,5.1,NA,NA
TBE08JUN05,6,0.8,4.9,NA,NA
TBE08JUN05,7,0.9,5.2,NA,NA
TBH08JUN05,0,7.7,21,NA,NA
TBH08JUN05,1,7,20,NA,NA
TBH08JUN05,2,0.7,10.8,NA,NA
TBH08JUN05,3,0.6,6.5,NA,NA
TBH08JUN05,4,0.6,5.5,NA,NA
TBH08JUN05,5,0.7,5.1,NA,NA
TBH08JUN05,6,0.8,4.9,NA,NA
TBH08JUN05,7,0.9,5.2,NA,NA
TBE15JUN05,0,6.1,20.6,NA,NA
TBE15JUN05,1,6.1,20.4,NA,NA
TBE15JUN05,2,0.6,10.9,NA,NA
TBE15JUN05,3,0.7,6.6,NA,NA
TBE15JUN05,4,0.5,5.3,NA,NA
TBE15JUN05,5,0.5,4.7,NA,NA
TBE15JUN05,6,0.5,4.6,NA,NA
TBE15JUN05,7,0.5,4.5,NA,NA
TBH15JUN05,0,6.1,20.6,NA,NA
TBH15JUN05,1,6.1,20.4,NA,NA
TBH15JUN05,2,0.6,10.9,NA,NA
TBH15JUN05,3,0.7,6.6,NA,NA
TBH15JUN05,4,0.5,5.3,NA,NA
TBH15JUN05,5,0.5,4.7,NA,NA
TBH15JUN05,6,0.5,4.6,NA,NA
TBH15JUN05,7,0.5,4.5,NA,NA
TBE22JUN05,0,7.8,24.4,NA,NA
TBE22JUN05,1,3.4,20.8,NA,NA
TBE22JUN05,2,0.5,11.9,NA,NA
TBE22JUN05,3,0.4,7.6,NA,NA
TBE22JUN05,4,0.4,6.1,NA,NA
TBE22JUN05,5,0.4,5.1,NA,NA
TBE22JUN05,6,0.4,4.9,NA,NA
TBE22JUN05,7,0.3,4.8,NA,NA
TBH22JUN05,0,7.8,24.4,NA,NA
TBH22JUN05,1,3.4,20.8,NA,NA
TBH22JUN05,2,0.5,11.9,NA,NA
TBH22JUN05,3,0.4,7.6,NA,NA
TBH22JUN05,4,0.4,6.1,NA,NA
TBH22JUN05,5,0.4,5.1,NA,NA
TBH22JUN05,6,0.4,4.9,NA,NA
TBH22JUN05,7,0.3,4.8,NA,NA
TBE29JUN05,0,6.5,23.9,NA,NA
TBE29JUN05,1,6.5,23.9,NA,NA
TBE29JUN05,2,5,23,NA,NA
TBE29JUN05,3,0.6,13.6,NA,NA
TBE29JUN05,4,0.4,8,NA,NA
TBE29JUN05,5,0.2,5.7,NA,NA
TBE29JUN05,6,0.2,5,NA,NA
TBE29JUN05,7,0.2,4.9,NA,NA
TBH29JUN05,0,6.5,23.9,NA,NA
TBH29JUN05,1,6.5,23.9,NA,NA
TBH29JUN05,2,5,23,NA,NA
TBH29JUN05,3,0.6,13.6,NA,NA
TBH29JUN05,4,0.4,8,NA,NA
TBH29JUN05,5,0.2,5.7,NA,NA
TBH29JUN05,6,0.2,5,NA,NA
TBH29JUN05,7,0.2,4.9,NA,NA
TBE06JUL05,0,6.5,21.4,NA,NA
TBE06JUL05,1,5.8,20.7,NA,NA
TBE06JUL05,2,1.4,14.1,NA,NA
TBE06JUL05,3,2.1,8.2,NA,NA
TBE06JUL05,4,2.7,6.3,NA,NA
TBE06JUL05,5,2.4,5.2,NA,NA
TBE06JUL05,6,2.4,5.1,NA,NA
TBE06JUL05,7,2.4,4.8,NA,NA
TBH06JUL05,0,6.5,21.4,NA,NA
TBH06JUL05,1,5.8,20.7,NA,NA
TBH06JUL05,2,1.4,14.1,NA,NA
TBH06JUL05,3,2.1,8.2,NA,NA
TBH06JUL05,4,2.7,6.3,NA,NA
TBH06JUL05,5,2.4,5.2,NA,NA
TBH06JUL05,6,2.4,5.1,NA,NA
TBH06JUL05,7,2.4,4.8,NA,NA
TBE13JUL05,0,6.6,29.6,NA,NA
TBE13JUL05,1,2.7,24,NA,NA
TBE13JUL05,2,1.6,14.5,NA,NA
TBE13JUL05,3,2.2,9.5,NA,NA
TBE13JUL05,4,2.1,6.4,NA,NA
TBE13JUL05,5,2.4,5.3,NA,NA
TBE13JUL05,6,2.4,4.9,NA,NA
TBE13JUL05,7,2.5,4.8,NA,NA
TBH13JUL05,0,6.6,29.6,NA,NA
TBH13JUL05,1,2.7,24,NA,NA
TBH13JUL05,2,1.6,14.5,NA,NA
TBH13JUL05,3,2.2,9.5,NA,NA
TBH13JUL05,4,2.1,6.4,NA,NA
TBH13JUL05,5,2.4,5.3,NA,NA
TBH13JUL05,6,2.4,4.9,NA,NA
TBH13JUL05,7,2.5,4.8,NA,NA
TBE20JUL05,0,5.6,24.4,NA,NA
TBE20JUL05,1,5.6,20.9,NA,NA
TBE20JUL05,2,0.6,14.1,NA,NA
TBE20JUL05,3,0.6,8.2,NA,NA
TBE20JUL05,4,0.8,6.6,NA,NA
TBE20JUL05,5,0.9,5.4,NA,NA
TBE20JUL05,6,NA,NA,NA,NA
TBE20JUL05,7,NA,NA,NA,NA
TBH20JUL05,0,5.6,24.4,NA,NA
TBH20JUL05,1,5.6,20.9,NA,NA
TBH20JUL05,2,0.6,14.1,NA,NA
TBH20JUL05,3,0.6,8.2,NA,NA
TBH20JUL05,4,0.8,6.6,NA,NA
TBH20JUL05,5,0.9,5.4,NA,NA
TBH20JUL05,6,NA,NA,NA,NA
TBH20JUL05,7,NA,NA,NA,NA
TBE27JUL05,0,6.6,20.6,NA,NA
TBE27JUL05,1,6.4,18.7,NA,NA
TBE27JUL05,2,1.7,12.7,NA,NA
TBE27JUL05,3,2.2,4.3,NA,NA
TBE27JUL05,4,1.9,4.3,NA,NA
TBE27JUL05,5,2,3.8,NA,NA
TBE27JUL05,6,1.9,4,NA,NA
TBE27JUL05,7,0.7,4.4,NA,NA
TBH27JUL05,0,6.6,20.6,NA,NA
TBH27JUL05,1,6.4,18.7,NA,NA
TBH27JUL05,2,1.7,12.7,NA,NA
TBH27JUL05,3,2.2,4.3,NA,NA
TBH27JUL05,4,1.9,4.3,NA,NA
TBH27JUL05,5,2,3.8,NA,NA
TBH27JUL05,6,1.9,4,NA,NA
TBH27JUL05,7,0.7,4.4,NA,NA
TBE03AUG05,0,7,26.8,NA,NA
TBE03AUG05,1,4.9,22.7,NA,NA
TBE03AUG05,2,0.4,15,NA,NA
TBE03AUG05,3,0.5,6.5,NA,NA
TBE03AUG05,4,0.7,4.9,NA,NA
TBE03AUG05,5,0.7,4.3,NA,NA
TBE03AUG05,6,0.7,4.1,NA,NA
TBE03AUG05,7,2.4,5.2,NA,NA
TBH03AUG05,0,7,26.8,NA,NA
TBH03AUG05,1,4.9,22.7,NA,NA
TBH03AUG05,2,0.4,15,NA,NA
TBH03AUG05,3,0.5,6.5,NA,NA
TBH03AUG05,4,0.7,4.9,NA,NA
TBH03AUG05,5,0.7,4.3,NA,NA
TBH03AUG05,6,0.7,4.1,NA,NA
TBH03AUG05,7,2.4,5.2,NA,NA
TBE11AUG05,0,7.4,28.1,NA,NA
TBE11AUG05,1,7.1,23.7,NA,NA
TBE11AUG05,2,1.5,16.7,NA,NA
TBE11AUG05,3,2.6,8.1,NA,NA
TBE11AUG05,4,2.6,6.2,NA,NA
TBE11AUG05,5,2.6,5.5,NA,NA
TBE11AUG05,6,2.5,5.2,NA,NA
TBE11AUG05,7,6.5,1.8,NA,NA
TBH11AUG05,0,7.4,28.1,NA,NA
TBH11AUG05,1,7.1,23.7,NA,NA
TBH11AUG05,2,1.5,16.7,NA,NA
TBH11AUG05,3,2.6,8.1,NA,NA
TBH11AUG05,4,2.6,6.2,NA,NA
TBH11AUG05,5,2.6,5.5,NA,NA
TBH11AUG05,6,2.5,5.2,NA,NA
TBH11AUG05,7,6.5,1.8,NA,NA
TBE18AUG05,0,NA,NA,NA,NA
TBE18AUG05,1,NA,NA,NA,NA
TBE18AUG05,2,NA,NA,NA,NA
TBE18AUG05,3,NA,NA,NA,NA
TBE18AUG05,4,NA,NA,NA,NA
TBE18AUG05,5,NA,NA,NA,NA
TBE18AUG05,6,NA,NA,NA,NA
TBE18AUG05,7,NA,NA,NA,NA
TBH18AUG05,0,NA,NA,NA,NA
TBH18AUG05,1,NA,NA,NA,NA
TBH18AUG05,2,NA,NA,NA,NA
TBH18AUG05,3,NA,NA,NA,NA
TBH18AUG05,4,NA,NA,NA,NA
TBH18AUG05,5,NA,NA,NA,NA
TBH18AUG05,6,NA,NA,NA,NA
TBH18AUG05,7,NA,NA,NA,NA
TBE24AUG05,0,6.7,17.5,NA,NA
TBE24AUG05,1,6.8,14.3,NA,NA
TBE24AUG05,2,0.6,11,NA,NA
TBE24AUG05,3,0.7,1.9,NA,NA
TBE24AUG05,4,NA,NA,NA,NA
TBE24AUG05,5,NA,NA,NA,NA
TBE24AUG05,6,NA,NA,NA,NA
TBE24AUG05,7,NA,NA,NA,NA
TBH24AUG05,0,6.7,17.5,NA,NA
TBH24AUG05,1,6.8,14.3,NA,NA
TBH24AUG05,2,0.6,11,NA,NA
TBH24AUG05,3,0.7,1.9,NA,NA
TBH24AUG05,4,NA,NA,NA,NA
TBH24AUG05,5,NA,NA,NA,NA
TBH24AUG05,6,NA,NA,NA,NA
TBH24AUG05,7,NA,NA,NA,NA
TBE30AUG05,0,8.63,20.7,NA,NA
TBE30AUG05,1,8.42,15,NA,NA
TBE30AUG05,2,0.47,7.4,NA,NA
TBE30AUG05,3,0.63,5.7,NA,NA
TBE30AUG05,4,0.74,5.7,NA,NA
TBE30AUG05,5,0.81,4.2,NA,NA
TBE30AUG05,6,0.8,3.3,NA,NA
TBE30AUG05,7,0.83,3.2,NA,NA
TBH30AUG05,0,8.63,20.7,NA,NA
TBH30AUG05,1,8.42,15,NA,NA
TBH30AUG05,2,0.47,7.4,NA,NA
TBH30AUG05,3,0.63,5.7,NA,NA
TBH30AUG05,4,0.74,5.7,NA,NA
TBH30AUG05,5,0.81,4.2,NA,NA
TBH30AUG05,6,0.8,3.3,NA,NA
TBH30AUG05,7,0.83,3.2,NA,NA
TBE05SEP05,0,8.15,23.1,NA,NA
TBE05SEP05,1,8.01,15.7,NA,NA
TBE05SEP05,2,0.37,11.6,NA,NA
TBE05SEP05,3,0.42,7.6,NA,NA
TBE05SEP05,4,0.42,7.6,NA,NA
TBE05SEP05,5,0.46,5.7,NA,NA
TBE05SEP05,6,0.54,5,NA,NA
TBE05SEP05,7,0.57,4.6,NA,NA
TBH05SEP05,0,8.15,23.1,NA,NA
TBH05SEP05,1,8.01,15.7,NA,NA
TBH05SEP05,2,0.37,11.6,NA,NA
TBH05SEP05,3,0.42,7.6,NA,NA
TBH05SEP05,4,0.42,7.6,NA,NA
TBH05SEP05,5,0.46,5.7,NA,NA
TBH05SEP05,6,0.54,5,NA,NA
TBH05SEP05,7,0.57,4.6,NA,NA
TBE13SEP05,0,8.71,19.7,NA,NA
TBE13SEP05,1,8.5,12.9,NA,NA
TBE13SEP05,2,0.47,6.8,NA,NA
TBE13SEP05,3,0.6,5.8,NA,NA
TBE13SEP05,4,0.57,5.8,NA,NA
TBE13SEP05,5,0.66,4.4,NA,NA
TBE13SEP05,6,0.65,3.9,NA,NA
TBE13SEP05,7,0.66,3.9,NA,NA
TBH13SEP05,0,8.71,19.7,NA,NA
TBH13SEP05,1,8.5,12.9,NA,NA
TBH13SEP05,2,0.47,6.8,NA,NA
TBH13SEP05,3,0.6,5.8,NA,NA
TBH13SEP05,4,0.57,5.8,NA,NA
TBH13SEP05,5,0.66,4.4,NA,NA
TBH13SEP05,6,0.65,3.9,NA,NA
TBH13SEP05,7,0.66,3.9,NA,NA
TBE20SEP05,0,8.02,19.2,NA,NA
TBE20SEP05,1,7.06,15.7,NA,NA
TBE20SEP05,2,0.49,12.1,NA,NA
TBE20SEP05,3,0.5,9.1,NA,NA
TBE20SEP05,4,0.55,9.1,NA,NA
TBE20SEP05,5,0.52,7.3,NA,NA
TBE20SEP05,6,0.56,5.7,NA,NA
TBE20SEP05,7,0.71,5.5,NA,NA
TBH20SEP05,0,8.02,19.2,NA,NA
TBH20SEP05,1,7.06,15.7,NA,NA
TBH20SEP05,2,0.49,12.1,NA,NA
TBH20SEP05,3,0.5,9.1,NA,NA
TBH20SEP05,4,0.55,9.1,NA,NA
TBH20SEP05,5,0.52,7.3,NA,NA
TBH20SEP05,6,0.56,5.7,NA,NA
TBH20SEP05,7,0.71,5.5,NA,NA
TBE25SEP05,0,8.04,11.5,NA,NA
TBE25SEP05,1,7.87,10.3,NA,NA
TBE25SEP05,2,1.53,5.3,NA,NA
TBE25SEP05,3,0.61,1.6,NA,NA
TBE25SEP05,4,0.68,1.6,NA,NA
